Month Name,Agency,Description,Borough,# of Incidents,Response Times
2019 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1168,61.13
2019 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,12,38.46
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,486,42.39
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,783,61.05
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,492,38.41
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,600,33.17
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,63,41.27
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Unspecified,3,0
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,486,55.97
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,783,37.93
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,492,59.35
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,600,62.17
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,63,58.73
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Unspecified,3,66.67
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,486,1.65
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,783,0.64
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,492,1.42
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,600,3
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,63,0
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Unspecified,3,33.33
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,486,0
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,783,0.38
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,492,0.81
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,600,1.67
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,63,0
2019 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Unspecified,3,0
2019 / 02,FDNY,Average response time to structural fires,Bronx,273,309.52
2019 / 02,FDNY,Average response time to structural fires,Brooklyn,368,261.3
2019 / 02,FDNY,Average response time to structural fires,Manhattan,234,300.23
2019 / 02,FDNY,Average response time to structural fires,Queens,168,310.01
2019 / 02,FDNY,Average response time to structural fires,Staten Island,43,306.16
2019 / 02,FDNY,Average response time to non-structural fires,Bronx,167,385.04
2019 / 02,FDNY,Average response time to non-structural fires,Brooklyn,393,561.49
2019 / 02,FDNY,Average response time to non-structural fires,Manhattan,245,381.91
2019 / 02,FDNY,Average response time to non-structural fires,Queens,290,412.06
2019 / 02,FDNY,Average response time to non-structural fires,Staten Island,27,343.52
2019 / 02,FDNY,Average response time to non-structural fires,Unspecified,1,458
2019 / 02,FDNY,Average response time to non-fire emergencies,Bronx,5474,568.64
2019 / 02,FDNY,Average response time to non-fire emergencies,Brooklyn,7787,483.27
2019 / 02,FDNY,Average response time to non-fire emergencies,Manhattan,5860,522
2019 / 02,FDNY,Average response time to non-fire emergencies,Queens,5172,545.41
2019 / 02,FDNY,Average response time to non-fire emergencies,Staten Island,1425,496.99
2019 / 02,FDNY,Average response time to non-fire emergencies,Unspecified,8,766.88
2019 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,391,490.64
2019 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,581,478.65
2019 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,419,449.7
2019 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,439,505.19
2019 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,108,471.93
2019 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,2,429
2019 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,9596,584.22
2019 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,10996,564.39
2019 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,9391,540.43
2019 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,7874,572.38
2019 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1856,521.71
2019 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,20,699.2
2019 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,22946,797.53
2019 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,26041,719.88
2019 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,21846,712.51
2019 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,18425,651.2
2019 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4002,601.95
2019 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,140,1098.9
2019 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2391,512.94
2019 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3787,437.8
2019 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2501,492.12
2019 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2630,484.38
2019 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,702,456.79
2019 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,2,545
2019 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,10277,555.15
2019 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,11818,507.34
2019 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,10178,517.21
2019 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,8483,521.63
2019 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,1995,468.93
2019 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,21,761.86
2019 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,4444,52.79
2019 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,6650,54.83
2019 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,5768,61.61
2019 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,4286,44.68
2019 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1071,58.68
